workerid,rt,bin,story,max,name,min,chosen_direction,gender,measure,pairs,give_number_question,tag,similar_to_whose_experiment,unchosen_contrast,backstory,type,response,bins,binned_histogram_prompt,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.clicks,Answer.time_in_minutes
5,96008,40-42,He watched TV for K hours,43,Thomas,0,NA,male,binned_histogram,NA,How many hours do you think he spent watching TV last week?,tv,anthea,NA,X watched TV last week,duration,0.1,"[u'0-3', u'4-6', u'7-9', u'10-12', u'13-15', u'16-18', u'19-21', u'22-24', u'25-27', u'28-30', u'31-33', u'34-36', u'37-39', u'40-42', u'43 or more']",Please rate how likely it is that he watched TV for the following numbers of hours last week.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,96008,43 or more,He watched TV for K hours,43,Thomas,0,NA,male,binned_histogram,NA,How many hours do you think he spent watching TV last week?,tv,anthea,NA,X watched TV last week,duration,0.05,"[u'0-3', u'4-6', u'7-9', u'10-12', u'13-15', u'16-18', u'19-21', u'22-24', u'25-27', u'28-30', u'31-33', u'34-36', u'37-39', u'40-42', u'43 or more']",Please rate how likely it is that he watched TV for the following numbers of hours last week.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,44F or less,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.06,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,44F - 56F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.08,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,56F - 68F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.1,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,68F - 80F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.09,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,80F - 92F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.12,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,92F - 104F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.11,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,104F - 116F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.17,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,116F - 128F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.3,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,128F - 140F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.54,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,140F - 152F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.68,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,152F - 164F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.77,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,164F - 176F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.85,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,176F - 188F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.65,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,188F - 200F,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.17,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,31493,200F or more,His coffee was K,200,Ryan,0,NA,male,binned_histogram,NA,What do you think the temperature of his coffee is?,coffee,ciyang,NA,X has just fetched himself a cup of coffee from the office vending machine,temperature,0.05,"[u'44F or less', u'44F - 56F', u'56F - 68F', u'68F - 80F', u'80F - 92F', u'92F - 104F', u'104F - 116F', u'116F - 128F', u'128F - 140F', u'140F - 152F', u'152F - 164F', u'164F - 176F', u'176F - 188F', u'188F - 200F', u'200F or more']",Please rate how likely it is that his coffee was the following temperatures.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
5,3869,NA,The laptop cost K,7500,Virginia,0,left,female,lightning,"[[u'$5000-$5500', u'$6500-$7000'], [u'$500-$1000', u'$0-$500'], [u'$2500-$3000', u'$500-$1000'], [u'more than $7500', u'$6500-$7000'], [u'$5000-$5500', u'$2500-$3000']]",How much do you think it cost?,laptop,justine,The laptop cost $6500-$7000.,X bought a laptop,price,The laptop cost $5000-$5500.,"[u'$0-$500', u'$500-$1000', u'$1000-$1500', u'$1500-$2000', u'$2000-$2500', u'$2500-$3000', u'$3000-$3500', u'$3500-$4000', u'$4000-$4500', u'$4500-$5000', u'$5000-$5500', u'$5500-$6000', u'$6000-$6500', u'$6500-$7000', u'more than $7500']",Please rate how likely it is that the laptop cost the following amounts of money.,English,2,Male,42,I enjoyed it.  I&quotecharm not sure how well I did but I enjoy probability and problems associated with it.  Thanks and all the best of luck to you in your research.,Yes,3,Windows,1200,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3QY7M81QH7MQ54ZWB5GX8H1K03M7K8,5,Approved,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:05:03 PDT 2015,Mon May 25 07:25:23 PDT 2015,Mon May 25 07:28:37 PDT 2015,,,,,undefined,{},[],12.708416666666666
